Data: 2018-5-30
Czas: 14.33.29
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 021
Czas zgrzewania: 033
-
t [ms]; I [A]; U [V]; F [kN]
0.1; 1267; 0; 0
0.2; 1278; 0; 0
0.3; 1270; 0; 0
0.4; 1303; 0; 0
0.5; 1281; 0; 0
0.6; 1276; 0; 0
0.7; 1270; 0; 0
0.8; 1242; 0; 0
0.9; 1275; 0; 0
1.0; 1276; 0; 0
1.1; 1271; 0; 0
1.2; 1276; 0; 0
1.3; 1267; 0; 0
1.4; 1299; 0; 0
1.5; 1284; 0; 0
1.6; 1256; 0; 0
1.7; 1282; 0; 0
1.8; 1266; 0; 0
1.9; 1276; 0; 0
2.0; 1265; 0; 0
2.1; 1268; 0; 0
2.2; 1277; 0; 0
2.3; 1268; 0; 0
2.4; 1248; 0; 0
2.5; 1247; 0; 0
2.6; 1271; 0; 0
2.7; 1270; 0; 0
2.8; 1289; 0; 0
2.9; 1265; 0; 0
3.0; 1273; 0; 0
3.1; 1268; 0; 0
3.2; 1251; 0; 0
3.3; 1256; 0; 0
3.4; 1267; 0; 0
3.5; 1257; 0; 0
3.6; 1269; 0; 0
3.7; 1269; 0; 0
3.8; 1271; 0; 0
3.9; 1280; 0; 0
4.0; 1262; 0; 0
4.1; 1258; 0; 0
4.2; 1252; 0; 0
4.3; 1280; 0; 0
4.4; 1264; 0; 0
4.5; 1261; 0; 0
4.6; 1255; 0; 0
4.7; 1295; 0; 0
4.8; 1262; 0; 0
4.9; 1255; 0; 0
5.0; 1282; 0; 0
5.1; 1252; 0; 0
5.2; 1263; 0; 0
5.3; 1291; 0; 0
5.4; 1250; 0; 0
5.5; 1257; 0; 0
5.6; 1265; 0; 0
5.7; 1260; 0; 0
5.8; 1261; 0; 0
5.9; 1249; 0; 0
6.0; 1262; 0; 0
6.1; 1295; 0; 0
6.2; 1262; 0; 0
6.3; 1253; 0; 0
6.4; 1282; 0; 0
6.5; 1285; 0; 0
6.6; 1285; 0; 0
6.7; 1257; 0; 0
6.8; 1283; 0; 0
6.9; 1271; 0; 0
7.0; 1263; 0; 0
7.1; 1266; 0; 0
7.2; 1269; 0; 0
7.3; 1255; 0; 0
7.4; 1281; 0; 0
7.5; 1272; 0; 0
7.6; 1252; 0; 0
7.7; 1274; 0; 0
7.8; 1278; 0; 0
7.9; 1257; 0; 0
8.0; 1260; 0; 0
8.1; 1289; 0; 0
8.2; 1277; 0; 0
8.3; 1251; 0; 0
8.4; 1257; 0; 0
8.5; 1269; 0; 0
8.6; 1275; 0; 0
8.7; 1254; 0; 0
8.8; 1288; 0; 0
8.9; 1248; 0; 0
9.0; 1260; 0; 0
9.1; 1290; 0; 0
9.2; 1253; 0; 0
9.3; 1286; 0; 0
9.4; 1265; 0; 0
9.5; 1255; 0; 0
9.6; 1266; 0; 0
9.7; 1289; 0; 0
9.8; 1274; 0; 0
9.9; 1251; 0; 0
10.0; 1275; 0; 0
10.1; 1249; 0; 0
10.2; 1278; 0; 0
10.3; 1285; 0; 0
10.4; 1281; 0; 0
10.5; 1258; 0; 0
10.6; 1292; 0; 0
10.7; 1263; 0; 0
10.8; 1273; 0; 0
10.9; 1265; 0; 0
11.0; 1279; 0; 0
11.1; 1279; 0; 0
11.2; 1247; 0; 0
11.3; 1253; 0; 0
11.4; 1266; 0; 0
11.5; 1269; 0; 0
11.6; 1250; 0; 0
11.7; 1249; 0; 0
11.8; 1253; 0; 0
11.9; 1281; 0; 0
12.0; 1281; 0; 0
12.1; 1293; 0; 0
12.2; 1284; 0; 0
12.3; 1270; 0; 0
12.4; 1247; 0; 0
12.5; 1256; 0; 0
12.6; 1278; 0; 0
12.7; 1279; 0; 0
12.8; 1283; 0; 0
12.9; 1286; 0; 0
13.0; 1255; 0; 0
13.1; 1259; 0; 0
13.2; 1252; 0; 0
13.3; 1259; 0; 0
13.4; 1276; 0; 0
13.5; 1260; 0; 0
13.6; 1277; 0; 0
13.7; 1265; 0; 0
13.8; 1264; 0; 0
13.9; 1271; 0; 0
14.0; 1278; 0; 0
14.1; 1275; 0; 0
14.2; 1261; 0; 0
14.3; 1265; 0; 0
14.4; 1262; 0; 0
14.5; 1277; 0; 0
14.6; 1267; 0; 0
14.7; 1266; 0; 0
14.8; 1260; 0; 0
14.9; 1283; 0; 0
15.0; 1286; 0; 0
15.1; 1249; 0; 0
15.2; 1274; 0; 0
15.3; 1258; 0; 0
15.4; 1257; 0; 0
15.5; 1291; 0; 0
15.6; 1286; 0; 0
15.7; 1268; 0; 0
15.8; 1267; 0; 0
15.9; 1263; 0; 0
16.0; 1278; 0; 0
16.1; 1256; 0; 0
16.2; 1279; 0; 0
16.3; 1270; 0; 0
16.4; 1255; 0; 0
16.5; 1292; 0; 0
16.6; 1281; 0; 0
16.7; 1257; 0; 0
16.8; 1252; 0; 0
16.9; 1252; 0; 0
17.0; 1277; 0; 0
17.1; 1269; 0; 0
17.2; 1263; 0; 0
17.3; 1280; 0; 0
17.4; 1294; 0; 0
