Data: 2018-5-31
Czas: 13.56.6
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 011
Czas zgrzewania: 011
-
t [ms]; I [A]; U [V]; F [kN]
8.6; 1285; 990; 1004
8.7; 1279; 991; 1028
8.8; 1288; 1022; 989
8.9; 1284; 989; 993
9.0; 1286; 990; 995
9.1; 1278; 1019; 1004
9.2; 1265; 988; 982
9.3; 1293; 1020; 1049
9.4; 1283; 1004; 1009
9.5; 1285; 1039; 1005
9.6; 1265; 1040; 1021
9.7; 1279; 1024; 1015
9.8; 1302; 1040; 1049
9.9; 1283; 997; 1021
10.0; 1258; 1025; 1002
10.1; 1296; 990; 976
10.2; 1288; 983; 1032
10.3; 1283; 1003; 1004
10.4; 1286; 1008; 1029
10.5; 1259; 1030; 982
10.6; 1280; 999; 994
10.7; 1268; 1031; 995
10.8; 1279; 983; 1021
10.9; 1278; 1034; 984
11.0; 1288; 1014; 1006
11.1; 1294; 1028; 983
11.2; 1277; 1036; 1001
11.3; 1285; 996; 1050
11.4; 1267; 1003; 1004
11.5; 1283; 1007; 999
11.6; 1286; 1011; 1005
11.7; 1299; 1017; 1001
11.8; 1282; 987; 1018
11.9; 1286; 1018; 1032
12.0; 1276; 999; 996
12.1; 1275; 1020; 1015
12.2; 1293; 1030; 1002
12.3; 1259; 1004; 1034
12.4; 1290; 1000; 1029
12.5; 1280; 1024; 990
12.6; 1281; 992; 1019
12.7; 1263; 1016; 1014
12.8; 1267; 1014; 1040
12.9; 1286; 988; 1007
13.0; 1295; 980; 1033
13.1; 1267; 995; 1038
13.2; 1270; 1025; 1017
13.3; 1275; 1022; 1031
13.4; 1264; 1011; 1003
13.5; 1279; 1031; 1030
13.6; 1278; 1018; 1017
13.7; 1280; 1000; 1011
13.8; 1287; 1008; 1005
13.9; 1273; 982; 1005
14.0; 1283; 979; 1004
14.1; 1271; 1015; 997
14.2; 1280; 1040; 1037
14.3; 1274; 998; 997
14.4; 1291; 1014; 1019
14.5; 1282; 975; 993
14.6; 1301; 997; 1018
14.7; 1262; 994; 1017
14.8; 1287; 1018; 1018
14.9; 1295; 1032; 1032
15.0; 1277; 1041; 1010
15.1; 1264; 983; 1015
15.2; 1264; 1003; 1006
15.3; 1259; 978; 993
15.4; 1262; 994; 997
15.5; 1273; 1024; 999
15.6; 1276; 1006; 989
15.7; 1261; 1016; 1019
15.8; 1274; 986; 1004
15.9; 1242; 981; 982
16.0; 1270; 994; 1003
16.1; 1275; 1007; 998
16.2; 1261; 1027; 1001
16.3; 1286; 1025; 978
16.4; 1285; 986; 1018
16.5; 1289; 999; 1034
16.6; 1282; 998; 995
16.7; 1273; 1015; 998
16.8; 1252; 983; 1031
16.9; 1277; 1017; 1025
17.0; 1274; 977; 1003
17.1; 1274; 1031; 1015
17.2; 1272; 1009; 1018
17.3; 1273; 990; 1038
17.4; 1260; 976; 1003
17.5; 1283; 1035; 1003
17.6; 1269; 1031; 1024
17.7; 1267; 1020; 1031
17.8; 1254; 975; 1020
17.9; 1264; 1017; 1024
18.0; 1290; 996; 980
18.1; 1278; 1032; 1040
18.2; 1265; 1030; 983
18.3; 1290; 1007; 990
18.4; 1275; 980; 1041
18.5; 1264; 990; 998
18.6; 1286; 988; 1036
18.7; 1279; 1005; 995
18.8; 1276; 1017; 1012
18.9; 1291; 1004; 1005
19.0; 1302; 1032; 1003
19.1; 1266; 982; 1018
19.2; 1253; 993; 988
19.3; 1261; 999; 1032
19.4; 1269; 1000; 1048
19.5; 1250; 999; 983
19.6; 1299; 1013; 1052
19.7; 1275; 988; 1044
19.8; 1289; 982; 1030
19.9; 1294; 985; 989
20.0; 1268; 1004; 1004
20.1; 1264; 1008; 982
20.2; 1271; 1000; 1002
20.3; 1291; 1002; 1032
20.4; 1294; 1045; 988
20.5; 1257; 989; 1014
20.6; 1292; 1015; 998
20.7; 1281; 976; 1001
20.8; 1280; 1025; 982
20.9; 1294; 990; 1008
21.0; 1273; 999; 1038
21.1; 1261; 1010; 1032
21.2; 1293; 1027; 1000
21.3; 1252; 981; 993
21.4; 1286; 997; 1010
21.5; 1270; 1034; 1018
21.6; 1294; 1022; 1020
21.7; 1274; 1032; 979
21.8; 1260; 1001; 1022
21.9; 1257; 997; 1026
22.0; 1271; 990; 1007
22.1; 1284; 1043; 1022
22.2; 1287; 1015; 995
22.3; 1288; 983; 998
22.4; 1282; 983; 1003
22.5; 1281; 1010; 1025
22.6; 1282; 1020; 1003
22.7; 1295; 986; 998
22.8; 1265; 1009; 1000
22.9; 1268; 986; 1018
23.0; 1282; 1022; 1030
23.1; 1248; 985; 997
23.2; 1277; 997; 1021
23.3; 1260; 1012; 989
23.4; 1262; 1040; 1009
23.5; 1272; 1030; 974
23.6; 1281; 987; 1001
23.7; 1284; 1003; 986
23.8; 1271; 1010; 1003
23.9; 1264; 1016; 988
24.0; 1270; 1017; 1020
24.1; 1250; 990; 990
24.2; 1280; 1005; 1034
24.3; 1291; 981; 1041
24.4; 1288; 1008; 1014
24.5; 1284; 1032; 1003
24.6; 1271; 996; 1007
24.7; 1274; 986; 1019
24.8; 1265; 1018; 1004
24.9; 1260; 1036; 1007
25.0; 1274; 1019; 1002
25.1; 1252; 1035; 1007
25.2; 1253; 996; 1028
25.3; 1252; 984; 993
25.4; 1282; 1029; 1029
25.5; 1280; 985; 1024
25.6; 1283; 1015; 1010
25.7; 1280; 1024; 1012
25.8; 1274; 993; 1000
25.9; 1288; 1030; 1029
26.0; 1277; 1002; 989
26.1; 1263; 1004; 1037
26.2; 1268; 1012; 986
26.3; 1269; 994; 1016
26.4; 1268; 1000; 1005
26.5; 1261; 1000; 1011
26.6; 1268; 976; 986
26.7; 1265; 978; 989
26.8; 1256; 1012; 1014
26.9; 1285; 1016; 1019
27.0; 1274; 1037; 1018
27.1; 1272; 1033; 1003
27.2; 1284; 1022; 994
27.3; 1300; 1041; 1018
27.4; 1279; 984; 1010
27.5; 1301; 1008; 993
27.6; 1261; 979; 1003
27.7; 1275; 997; 1022
27.8; 1256; 1034; 1019
27.9; 1270; 999; 1021
28.0; 1298; 982; 1005
28.1; 1274; 1004; 1046
28.2; 1298; 989; 1000
28.3; 1265; 986; 1006
28.4; 1258; 983; 998
28.5; 1266; 999; 997
28.6; 1268; 991; 1007
28.7; 1270; 1021; 1029
28.8; 1285; 1031; 1019
28.9; 1266; 984; 1012
29.0; 1282; 1018; 1042
29.1; 1282; 1034; 999
29.2; 1279; 1007; 1018
29.3; 1285; 983; 996
29.4; 1263; 1007; 1030
29.5; 1260; 995; 1003
29.6; 1298; 981; 1002
29.7; 1273; 1013; 1000
29.8; 1301; 1013; 992
29.9; 1268; 991; 1003
30.0; 1267; 996; 1024
30.1; 1272; 1014; 982
30.2; 1269; 996; 1019
30.3; 1266; 996; 1032
30.4; 1257; 997; 1041
30.5; 1287; 992; 986
30.6; 1287; 986; 987
30.7; 1263; 1006; 990
30.8; 1255; 990; 1031
30.9; 1288; 1038; 991
31.0; 1261; 1016; 1018
31.1; 1281; 988; 1016
31.2; 1286; 1021; 1019
31.3; 1296; 1032; 1007
31.4; 1270; 1009; 1040
31.5; 1279; 989; 974
31.6; 1284; 1013; 999
31.7; 1263; 1034; 1008
31.8; 1259; 987; 1036
31.9; 1261; 994; 994
32.0; 1259; 991; 1008
32.1; 1253; 1002; 1033
32.2; 1292; 1006; 983
32.3; 1261; 1017; 1036
32.4; 1273; 976; 1001
32.5; 1284; 1029; 1026
32.6; 1268; 991; 1016
32.7; 1266; 971; 987
32.8; 1257; 1018; 1037
32.9; 1293; 1032; 1024
33.0; 1260; 995; 1029
33.1; 1269; 997; 996
33.2; 1264; 1012; 1007
33.3; 1275; 1002; 1015
33.4; 1284; 1037; 1014
33.5; 1275; 996; 990
33.6; 1280; 1007; 1000
33.7; 1262; 1000; 1007
33.8; 1259; 998; 984
33.9; 1273; 1000; 995
34.0; 1289; 1029; 999
34.1; 1273; 991; 1013
34.2; 1299; 1049; 1031
34.3; 1300; 1012; 977
34.4; 1290; 1016; 988
34.5; 1268; 1026; 1007
34.6; 1271; 986; 1025
34.7; 1297; 1019; 999
34.8; 1298; 1024; 1045
34.9; 1299; 1007; 1033
35.0; 1283; 1006; 999
35.1; 1291; 1028; 991
35.2; 1268; 1024; 998
35.3; 1269; 984; 1010
35.4; 1288; 1022; 994
35.5; 1292; 996; 1001
35.6; 1291; 998; 1015
35.7; 1290; 1029; 1026
35.8; 1265; 999; 1013
35.9; 1278; 1037; 1019
36.0; 1271; 998; 1005
36.1; 1270; 1000; 1032
36.2; 1286; 1006; 1006
36.3; 1296; 1015; 1008
36.4; 1301; 1006; 986
36.5; 1298; 994; 1008
36.6; 1269; 1020; 1007
36.7; 1259; 999; 996
36.8; 1264; 1000; 997
36.9; 1278; 1009; 1024
37.0; 1286; 1020; 1035
37.1; 1264; 982; 1028
37.2; 1261; 1013; 1022
37.3; 1252; 998; 999
37.4; 1279; 988; 986
37.5; 1259; 981; 1002
37.6; 1275; 1036; 1030
37.7; 1287; 1027; 1027
37.8; 1259; 1022; 999
37.9; 1260; 997; 1006
38.0; 1284; 984; 1030
38.1; 1266; 983; 1018
38.2; 1282; 1024; 1009
38.3; 1295; 1051; 999
38.4; 1270; 989; 1032
38.5; 1300; 1026; 998
38.6; 1282; 1015; 1010
38.7; 1269; 976; 1029
38.8; 1264; 990; 973
38.9; 1279; 1007; 990
39.0; 1274; 1031; 1029
39.1; 1269; 1028; 1000
39.2; 1267; 1018; 1026
39.3; 1262; 1035; 1023
39.4; 1279; 1039; 1037
39.5; 1267; 1018; 1038
39.6; 1282; 1010; 1032
39.7; 1292; 997; 993
39.8; 1268; 1002; 980
39.9; 1268; 1028; 988
40.0; 1302; 1026; 1045
40.1; 1295; 1006; 1038
40.2; 1245; 995; 994
40.3; 1274; 1009; 1039
40.4; 1289; 1052; 1019
40.5; 1254; 989; 997
40.6; 1298; 983; 989
40.7; 1280; 1024; 992
40.8; 1260; 1015; 994
40.9; 1269; 1008; 1041
41.0; 1293; 1006; 1004
41.1; 1260; 980; 995
41.2; 1282; 983; 1025
41.3; 1278; 1020; 997
41.4; 1283; 994; 985
41.5; 1265; 1032; 1039
41.6; 1299; 1005; 1018
41.7; 1275; 983; 991
41.8; 1267; 1031; 1001
41.9; 1252; 978; 999
42.0; 1280; 1005; 1014
42.1; 1274; 994; 1009
42.2; 1261; 1034; 1000
42.3; 1265; 1001; 1017
42.4; 1272; 1009; 1037
42.5; 1264; 980; 1003
42.6; 1264; 976; 1021
42.7; 1269; 1006; 1017
42.8; 1280; 1005; 988
42.9; 1278; 1025; 1002
43.0; 1259; 1014; 999
43.1; 1292; 1017; 999
43.2; 1256; 995; 1009
43.3; 1263; 1028; 994
43.4; 1293; 996; 1008
43.5; 1260; 1029; 1009
43.6; 1287; 999; 1025
43.7; 1293; 1041; 1007
43.8; 1274; 999; 1030
43.9; 1291; 1019; 991
44.0; 1275; 1034; 999
44.1; 1270; 1044; 1005
44.2; 1278; 1019; 978
44.3; 1249; 1008; 1012
44.4; 1300; 1019; 1024
44.5; 1301; 995; 1011
44.6; 1301; 998; 1016
44.7; 1283; 1021; 1002
44.8; 1278; 982; 988
44.9; 1272; 980; 1001
45.0; 1266; 1022; 1020
45.1; 1265; 1025; 971
45.2; 1271; 1000; 1006
45.3; 1262; 1005; 995
45.4; 1285; 987; 1017
45.5; 1289; 1015; 1016
45.6; 1275; 1028; 988
45.7; 1295; 1010; 1008
45.8; 1261; 1036; 1013
45.9; 1273; 1029; 991
46.0; 1272; 1004; 1014
46.1; 1251; 1024; 1004
46.2; 1257; 1001; 991
46.3; 1291; 990; 993
46.4; 1258; 998; 1028
46.5; 1270; 1045; 1021
46.6; 1287; 1018; 1020
46.7; 1261; 988; 1002
46.8; 1299; 1005; 989
46.9; 1288; 978; 971
47.0; 1269; 1036; 990
47.1; 1254; 1012; 999
47.2; 1297; 1004; 1011
47.3; 1274; 1041; 1032
47.4; 1281; 999; 1033
47.5; 1258; 996; 993
47.6; 1257; 987; 987
47.7; 1281; 1015; 1017
47.8; 1280; 994; 993
47.9; 1258; 990; 1026
48.0; 1278; 1014; 1008
48.1; 1292; 1040; 987
48.2; 1283; 990; 1005
48.3; 1279; 1027; 993
48.4; 1287; 1003; 1005
48.5; 1279; 1013; 1045
48.6; 1288; 1009; 1029
48.7; 1268; 990; 1009
48.8; 1265; 1038; 998
48.9; 1265; 1034; 1012
49.0; 1297; 992; 1034
49.1; 1253; 991; 1000
49.2; 1255; 997; 1044
49.3; 1265; 981; 1052
49.4; 1281; 999; 1037
49.5; 1282; 1008; 990
49.6; 1278; 1000; 995
49.7; 1267; 979; 984
49.8; 1287; 1038; 1034
49.9; 1269; 982; 1039
50.0; 1299; 1010; 1012
50.1; 1274; 1001; 983
50.2; 1294; 1022; 1039
50.3; 1274; 999; 1011
50.4; 1262; 1011; 1025
50.5; 1256; 1036; 995
50.6; 1271; 1002; 1009
50.7; 1299; 1004; 1017
50.8; 1292; 1023; 990
50.9; 1281; 976; 1032
51.0; 1250; 993; 1043
51.1; 1292; 978; 990
51.2; 1269; 984; 973
51.3; 1274; 1015; 1003
51.4; 1272; 990; 995
51.5; 1273; 1039; 1028
51.6; 1273; 999; 1005
51.7; 1267; 1012; 990
51.8; 1261; 999; 1012
51.9; 1250; 1037; 1026
52.0; 1285; 994; 989
52.1; 1265; 1036; 1004
52.2; 1270; 1047; 1011
52.3; 1276; 979; 1003
52.4; 1271; 997; 998
52.5; 1273; 1043; 1028
52.6; 1261; 1007; 1027
52.7; 1256; 987; 1006
52.8; 1248; 1011; 998
52.9; 1285; 1031; 985
53.0; 1290; 1019; 1025
53.1; 1291; 1033; 1008
53.2; 1276; 1027; 1026
53.3; 1284; 996; 987
53.4; 1284; 1022; 1033
53.5; 1299; 1036; 1011
53.6; 1277; 1041; 1020
53.7; 1275; 1001; 1004
53.8; 1283; 1007; 1041
53.9; 1298; 1022; 1002
54.0; 1299; 998; 1010
54.1; 1274; 991; 974
54.2; 1285; 1018; 1000
54.3; 1270; 1016; 1000
54.4; 1287; 1002; 1033
54.5; 1269; 998; 988
54.6; 1264; 995; 994
54.7; 1261; 1002; 1039
54.8; 1250; 975; 1005
54.9; 1291; 1040; 1031
55.0; 1282; 998; 1006
55.1; 1272; 1010; 1024
55.2; 1268; 1013; 999
55.3; 1286; 1028; 987
55.4; 1301; 1010; 992
55.5; 1264; 1013; 1049
55.6; 1281; 1004; 1021
55.7; 1285; 1009; 1019
55.8; 1303; 1041; 1032
55.9; 1276; 990; 1036
56.0; 1257; 986; 996
56.1; 1271; 983; 995
56.2; 1269; 987; 1017
56.3; 1264; 1031; 1030
56.4; 1280; 995; 994
56.5; 1273; 999; 1007
56.6; 1296; 1034; 995
56.7; 1297; 1031; 1028
56.8; 1264; 1030; 1006
56.9; 1273; 989; 974
57.0; 1273; 1022; 1006
57.1; 1271; 1016; 1010
57.2; 1292; 1033; 978
57.3; 1248; 1001; 996
57.4; 1262; 986; 1003
57.5; 1273; 1013; 979
57.6; 1275; 1019; 1031
57.7; 1256; 980; 1034
57.8; 1280; 996; 1040
57.9; 1250; 1005; 999
58.0; 1298; 988; 989
58.1; 1267; 1009; 1036
58.2; 1280; 1041; 1015
58.3; 1275; 986; 1028
58.4; 1275; 994; 1007
58.5; 1288; 992; 1009
58.6; 1264; 998; 995
58.7; 1278; 988; 1017
58.8; 1291; 1027; 1008
58.9; 1289; 1004; 1011
59.0; 1261; 978; 1002
59.1; 1284; 1002; 1008
59.2; 1279; 1008; 1045
59.3; 1268; 1003; 1022
59.4; 1268; 988; 1035
59.5; 1272; 1009; 1015
59.6; 1273; 1044; 1018
59.7; 1260; 1009; 990
59.8; 1261; 998; 1017
59.9; 1271; 994; 994
60.0; 1271; 1041; 1020
60.1; 1275; 1022; 1039
60.2; 1297; 994; 1017
60.3; 1257; 1008; 1004
60.4; 1254; 997; 993
60.5; 1248; 988; 1009
60.6; 1291; 995; 1027
60.7; 1275; 1031; 1029
60.8; 1285; 984; 1013
60.9; 1253; 979; 993
61.0; 1291; 994; 1002
61.1; 1280; 1005; 1003
61.2; 1267; 1004; 1017
61.3; 1265; 994; 1008
61.4; 1288; 1028; 1019
61.5; 1272; 999; 999
61.6; 1267; 1016; 994
61.7; 1253; 1036; 1020
61.8; 1267; 1020; 1018
61.9; 1254; 1014; 1027
62.0; 1291; 995; 1010
62.1; 1271; 1024; 1025
62.2; 1298; 1016; 986
62.3; 1284; 976; 1032
62.4; 1292; 1014; 1028
62.5; 1278; 1028; 1018
62.6; 1281; 982; 994
62.7; 1265; 987; 1002
62.8; 1280; 1035; 1025
62.9; 1298; 1004; 1021
63.0; 1259; 1007; 1037
63.1; 1266; 1015; 1030
63.2; 1270; 991; 1048
63.3; 1296; 999; 1005
63.4; 1267; 1040; 1026
63.5; 1251; 1026; 992
63.6; 1269; 980; 1015
63.7; 1284; 1007; 1009
63.8; 1298; 982; 983
63.9; 1282; 1028; 1013
64.0; 1288; 977; 1000
64.1; 1264; 1001; 1024
64.2; 1271; 1014; 1000
64.3; 1289; 1007; 994
64.4; 1253; 999; 992
64.5; 1270; 1020; 999
64.6; 1296; 1021; 994
64.7; 1257; 997; 1019
64.8; 1298; 1019; 1044
64.9; 1290; 998; 1010
65.0; 1285; 1000; 1000
65.1; 1277; 1003; 1015
65.2; 1297; 1020; 1025
65.3; 1269; 1019; 1020
65.4; 1269; 993; 1032
65.5; 1274; 1001; 1020
65.6; 1293; 1010; 1039
65.7; 1263; 1005; 1040
65.8; 1289; 1004; 1003
65.9; 1289; 995; 1028
66.0; 1282; 986; 996
66.1; 1285; 1006; 1032
66.2; 1279; 990; 1004
66.3; 1291; 1023; 1019
66.4; 1258; 981; 1011
66.5; 1296; 989; 1005
66.6; 1280; 1006; 1031
66.7; 1275; 997; 1034
66.8; 1266; 985; 1008
66.9; 1285; 997; 1014
67.0; 1283; 994; 981
67.1; 1259; 1005; 1014
67.2; 1247; 995; 1008
67.3; 1263; 1007; 1015
67.4; 1278; 1038; 985
67.5; 1282; 1034; 998
67.6; 1253; 1028; 1011
67.7; 1269; 1000; 1022
67.8; 1283; 1015; 986
67.9; 1289; 978; 1027
68.0; 1275; 1024; 1033
68.1; 1260; 1003; 1007
68.2; 1253; 992; 999
68.3; 1280; 1007; 1019
68.4; 1262; 1028; 1011
68.5; 1284; 992; 1015
68.6; 1260; 1022; 998
68.7; 1262; 987; 1031
68.8; 1271; 980; 993
68.9; 1284; 1040; 1000
69.0; 1286; 1009; 1015
69.1; 1272; 1005; 1021
69.2; 1292; 1013; 999
69.3; 1288; 1018; 1009
69.4; 1262; 986; 1035
69.5; 1263; 1002; 1021
69.6; 1279; 1029; 1048
69.7; 1284; 1012; 1037
69.8; 1262; 1035; 1020
69.9; 1251; 999; 1009
70.0; 1301; 1028; 1021
70.1; 1299; 1036; 989
70.2; 1267; 990; 1007
70.3; 1258; 1006; 1011
70.4; 1258; 1026; 1034
70.5; 1281; 1012; 1039
70.6; 1279; 1014; 1010
70.7; 1279; 1022; 997
70.8; 1264; 981; 1028
70.9; 1280; 1042; 1004
71.0; 1254; 987; 1013
71.1; 1289; 1029; 1028
71.2; 1274; 1040; 1006
71.3; 1265; 1008; 1030
71.4; 1288; 1003; 993
71.5; 1271; 1026; 1000
71.6; 1269; 1037; 1018
71.7; 1274; 996; 985
71.8; 1282; 1001; 989
71.9; 1264; 1035; 991
72.0; 1297; 1003; 1045
72.1; 1250; 984; 986
72.2; 1299; 998; 1008
72.3; 1277; 997; 1030
72.4; 1255; 1010; 1006
72.5; 1273; 1007; 1010
72.6; 1270; 1007; 1012
72.7; 1279; 1025; 982
72.8; 1269; 980; 1041
72.9; 1281; 1003; 1012
73.0; 1254; 1000; 1018
73.1; 1267; 1012; 1038
73.2; 1270; 987; 1035
73.3; 1253; 1020; 1032
73.4; 1270; 1031; 1028
73.5; 1258; 983; 1019
73.6; 1254; 1034; 1029
73.7; 1251; 1021; 999
73.8; 1269; 1005; 1001
73.9; 1252; 984; 1027
74.0; 1281; 1002; 988
74.1; 1277; 1050; 1024
74.2; 1296; 1014; 994
74.3; 1288; 1031; 1025
74.4; 1258; 1017; 991
74.5; 1285; 1000; 1011
74.6; 1289; 999; 1029
74.7; 1267; 993; 979
74.8; 1277; 981; 996
74.9; 1269; 1010; 1022
75.0; 1277; 990; 1000
75.1; 1281; 1030; 1002
75.2; 1273; 1008; 1048
75.3; 1267; 1015; 1021
75.4; 1294; 1024; 1015
75.5; 1277; 1030; 999
75.6; 1288; 1002; 995
75.7; 1292; 1025; 1043
75.8; 1251; 979; 1014
75.9; 1274; 995; 1029
76.0; 1259; 1002; 1034
76.1; 1292; 999; 1004
76.2; 1279; 1044; 1022
76.3; 1282; 1018; 1034
76.4; 1270; 1045; 1009
76.5; 1273; 989; 981
76.6; 1282; 1014; 1028
76.7; 1283; 1033; 1010
76.8; 1269; 1032; 1029
76.9; 1281; 1004; 1013
77.0; 1258; 996; 1032
77.1; 1264; 1015; 1030
77.2; 1271; 986; 999
77.3; 1299; 1004; 1019
77.4; 1270; 989; 1007
77.5; 1264; 1001; 1022
77.6; 1278; 986; 1010
77.7; 1296; 1021; 1045
77.8; 1271; 986; 977
77.9; 1291; 996; 991
78.0; 1262; 983; 990
78.1; 1266; 1013; 1043
78.2; 1296; 1018; 1017
78.3; 1278; 1018; 1035
78.4; 1252; 1012; 999
78.5; 1254; 984; 1035
78.6; 1285; 1005; 1018
78.7; 1271; 1014; 997
78.8; 1277; 1003; 1000
78.9; 1259; 1005; 994
79.0; 1275; 991; 1019
79.1; 1293; 1048; 989
79.2; 1281; 985; 1037
79.3; 1264; 982; 1031
79.4; 1285; 1012; 1036
79.5; 1265; 1036; 978
79.6; 1261; 1000; 1024
79.7; 1284; 1022; 981
79.8; 1281; 999; 1028
79.9; 1263; 1011; 990
80.0; 1260; 978; 992
80.1; 1281; 1020; 990
80.2; 1262; 989; 999
80.3; 1275; 989; 1010
80.4; 1264; 1002; 1024
80.5; 1284; 1016; 1035
80.6; 1273; 989; 990
80.7; 1292; 1009; 1009
80.8; 1279; 1042; 1038
80.9; 1259; 1004; 1022
81.0; 1291; 1019; 1021
81.1; 1267; 979; 981
81.2; 1299; 1018; 1035
81.3; 1268; 991; 994
81.4; 1261; 978; 976
81.5; 1267; 1039; 1004
81.6; 1266; 1037; 1017
81.7; 1279; 1040; 1047
81.8; 1280; 997; 999
81.9; 1281; 996; 1001
82.0; 1266; 1005; 1011
82.1; 1255; 988; 984
82.2; 1282; 1009; 1000
82.3; 1282; 1032; 1038
82.4; 1257; 1036; 1013
82.5; 1274; 1015; 991
82.6; 1274; 1009; 1009
82.7; 1250; 986; 1010
82.8; 1273; 1018; 1039
82.9; 1302; 1042; 1024
83.0; 1291; 986; 1013
83.1; 1281; 983; 1022
83.2; 1289; 993; 978
83.3; 1260; 1028; 1006
83.4; 1254; 992; 977
83.5; 1277; 1005; 1009
83.6; 1273; 1034; 1009
83.7; 1271; 1032; 1038
83.8; 1298; 977; 986
83.9; 1285; 1001; 1024
84.0; 1262; 1004; 1019
84.1; 1261; 998; 1002
84.2; 1298; 1016; 993
84.3; 1253; 1013; 1005
84.4; 1277; 1005; 997
84.5; 1263; 1007; 1005
84.6; 1283; 993; 987
84.7; 1278; 1029; 1026
84.8; 1273; 1022; 1041
84.9; 1276; 1001; 1006
85.0; 1287; 1034; 987
85.1; 1264; 1001; 988
85.2; 1254; 1001; 997
85.3; 1263; 1031; 1027
85.4; 1281; 991; 995
85.5; 1267; 1036; 1021
85.6; 1276; 1033; 998
85.7; 1269; 989; 976
85.8; 1276; 1021; 1038
85.9; 1290; 1032; 979
86.0; 1263; 1002; 995
86.1; 1271; 1013; 1040
86.2; 1287; 999; 998
86.3; 1289; 994; 997
86.4; 1291; 1030; 1010
86.5; 1290; 1032; 1024
86.6; 1274; 1032; 990
86.7; 1281; 1026; 983
86.8; 1258; 986; 991
86.9; 1252; 1011; 1034
87.0; 1282; 993; 1024
87.1; 1274; 982; 997
87.2; 1262; 993; 997
87.3; 1266; 1015; 987
87.4; 1267; 999; 1002
87.5; 1275; 1018; 992
87.6; 1278; 990; 1003
87.7; 1297; 1010; 1027
87.8; 1282; 1005; 998
87.9; 1285; 995; 994
88.0; 1252; 995; 1001
88.1; 1288; 1048; 1031
88.2; 1282; 982; 991
88.3; 1262; 1008; 1011
88.4; 1289; 1024; 1016
88.5; 1279; 1011; 1004
88.6; 1273; 990; 1015
88.7; 1293; 1022; 1016
88.8; 1259; 999; 991
88.9; 1278; 994; 1036
89.0; 1258; 978; 1026
89.1; 1289; 1010; 981
89.2; 1276; 986; 996
89.3; 1259; 996; 998
89.4; 1290; 995; 983
89.5; 1249; 990; 996
89.6; 1263; 989; 992
89.7; 1267; 1011; 1028
89.8; 1257; 975; 999
89.9; 1265; 996; 1032
90.0; 1275; 1005; 1010
90.1; 1266; 1010; 1032
90.2; 1255; 993; 1042
