Data: 2018-5-30
Czas: 14.38.37
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 001
Czas zgrzewania: 022
-
t [ms]; I [A]; U [V]; F [kN]
97.5; 1258; 996; 2
97.6; 1287; 998; 0
97.7; 1279; 982; 1
97.8; 1295; 980; 1
97.9; 1286; 1008; 2
98.0; 1269; 1021; 30
98.1; 1268; 1008; 6
98.2; 1267; 1017; 1
98.3; 1257; 985; 1
98.4; 1272; 1035; 1
98.5; 1268; 995; 1
98.6; 1264; 1024; 1
98.7; 1277; 988; 0
98.8; 1294; 998; 2
98.9; 1283; 1023; 30
99.0; 1291; 1033; 5
99.1; 1301; 1015; 1
99.2; 1274; 996; 2
99.3; 1273; 995; 2
99.4; 1267; 1040; 0
99.5; 1280; 980; 0
99.6; 1286; 1017; 2
99.7; 1269; 992; 2
99.8; 1267; 991; 30
99.9; 1266; 987; 6
100.0; 1281; 993; 2
