Data: 2018-5-30
Czas: 14.8.15
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 040
Czas zgrzewania: 500
-
t [ms]; I [A]; U [V]; F [kN]
49.6; 1259; 0; 0
49.9; 1266; 0; 0
50.2; 1282; 0; 0
50.5; 1269; 0; 0
50.8; 1288; 0; 0
51.1; 1294; 0; 0
51.4; 1276; 0; 0
51.7; 1273; 0; 0
52.0; 1262; 0; 0
52.3; 1277; 0; 0
52.6; 1263; 0; 0
52.9; 1275; 0; 0
53.2; 1254; 0; 0
53.5; 1276; 0; 0
53.8; 1280; 0; 0
54.1; 1292; 0; 0
54.4; 1270; 0; 0
54.7; 1247; 0; 0
55.0; 1264; 0; 0
55.3; 1267; 0; 0
55.6; 1295; 0; 0
55.9; 1256; 0; 0
56.2; 1293; 0; 0
56.5; 1258; 0; 0
56.8; 1289; 0; 0
57.1; 1251; 0; 0
57.4; 1258; 0; 0
57.7; 1267; 0; 0
58.0; 1266; 0; 0
58.3; 1280; 0; 0
58.6; 1266; 0; 0
58.9; 1284; 0; 0
59.2; 1277; 0; 0
59.5; 1271; 0; 0
59.8; 1282; 0; 0
60.1; 1257; 0; 0
60.4; 1285; 0; 0
60.7; 1279; 0; 0
61.0; 1268; 0; 0
61.3; 1271; 0; 0
61.6; 1269; 0; 0
61.9; 1240; 0; 0
62.2; 1278; 0; 0
62.5; 1261; 0; 0
62.8; 1271; 0; 0
63.1; 1267; 0; 0
63.4; 1296; 0; 0
63.7; 1264; 0; 0
64.0; 1304; 0; 0
64.3; 1262; 0; 0
64.6; 1294; 0; 0
64.9; 1290; 0; 0
65.2; 1286; 0; 0
65.5; 1259; 0; 0
65.8; 1279; 0; 0
66.1; 1278; 0; 0
66.4; 1276; 0; 0
66.7; 1267; 0; 0
67.0; 1264; 0; 0
67.3; 1263; 0; 0
67.6; 1290; 0; 0
67.9; 1280; 0; 0
68.2; 1285; 0; 0
68.5; 1273; 0; 0
68.8; 1278; 0; 0
69.1; 1275; 0; 0
69.4; 1264; 0; 0
69.7; 1267; 0; 0
70.0; 1279; 0; 0
70.3; 1285; 0; 0
70.6; 1262; 0; 0
70.9; 1295; 0; 0
71.2; 1264; 0; 0
71.5; 1270; 0; 0
71.8; 1260; 0; 0
72.1; 1284; 0; 0
72.4; 1260; 0; 0
72.7; 1282; 0; 0
73.0; 1290; 0; 0
73.3; 1270; 0; 0
73.6; 1284; 0; 0
73.9; 1257; 0; 0
74.2; 1294; 0; 0
74.5; 1279; 0; 0
74.8; 1260; 0; 0
75.1; 1253; 0; 0
75.4; 1251; 0; 0
75.7; 1268; 0; 0
76.0; 1286; 0; 0
76.3; 1264; 0; 0
76.6; 1288; 0; 0
76.9; 1268; 0; 0
77.2; 1261; 0; 0
77.5; 1295; 0; 0
77.8; 1283; 0; 0
78.1; 1284; 0; 0
78.4; 1269; 0; 0
78.7; 1271; 0; 0
79.0; 1261; 0; 0
79.3; 1272; 0; 0
79.6; 1258; 0; 0
79.9; 1298; 0; 0
80.2; 1266; 0; 0
80.5; 1251; 0; 0
80.8; 1285; 0; 0
81.1; 1258; 0; 0
81.4; 1257; 0; 0
81.7; 1293; 0; 0
82.0; 1277; 0; 0
82.3; 1280; 0; 0
82.6; 1263; 0; 0
82.9; 1292; 0; 0
83.2; 1283; 0; 0
83.5; 1285; 0; 0
83.8; 1264; 0; 0
84.1; 1264; 0; 0
84.4; 1276; 0; 0
84.7; 1269; 0; 0
85.0; 1291; 0; 0
85.3; 1271; 0; 0
85.6; 1263; 0; 0
85.9; 1279; 0; 0
86.2; 1270; 0; 0
86.5; 1271; 0; 0
86.8; 1270; 0; 0
87.1; 1264; 0; 0
87.4; 1297; 0; 0
87.7; 1268; 0; 0
88.0; 1294; 0; 0
88.3; 1293; 0; 0
88.6; 1249; 0; 0
88.9; 1293; 0; 0
89.2; 1274; 0; 0
89.5; 1294; 0; 0
89.8; 1272; 0; 0
90.1; 1298; 0; 0
90.4; 1287; 0; 0
90.7; 1256; 0; 0
91.0; 1268; 0; 0
91.3; 1299; 0; 0
91.6; 1286; 0; 0
91.9; 1287; 0; 0
92.2; 1266; 0; 0
92.5; 1279; 0; 0
92.8; 1271; 0; 0
93.1; 1298; 0; 0
93.4; 1286; 0; 0
93.7; 1265; 0; 0
94.0; 1265; 0; 0
94.3; 1278; 0; 0
94.6; 1289; 0; 0
94.9; 1275; 0; 0
95.2; 1270; 0; 0
95.5; 1291; 0; 0
95.8; 1293; 0; 0
96.1; 1295; 0; 0
96.4; 1255; 0; 0
96.7; 1281; 0; 0
97.0; 1261; 0; 0
97.3; 1298; 0; 0
97.6; 1288; 0; 0
97.9; 1291; 0; 0
98.2; 1269; 0; 0
98.5; 1267; 0; 0
98.8; 1273; 0; 0
99.1; 1288; 0; 0
99.4; 1259; 0; 0
99.7; 1267; 0; 0
100.0; 1294; 0; 0
100.3; 1275; 0; 0
100.6; 1279; 0; 0
100.9; 1264; 0; 0
101.2; 1255; 0; 0
101.5; 1295; 0; 0
101.8; 1294; 0; 0
102.1; 1255; 0; 0
102.4; 1288; 0; 0
102.7; 1278; 0; 0
103.0; 1267; 0; 0
103.3; 1263; 0; 0
103.6; 1286; 0; 0
103.9; 1259; 0; 0
104.2; 1265; 0; 0
104.5; 1280; 0; 0
104.8; 1269; 0; 0
105.1; 1283; 0; 0
105.4; 1278; 0; 0
105.7; 1279; 0; 0
106.0; 1297; 0; 0
106.3; 1281; 0; 0
106.6; 1296; 0; 0
106.9; 1251; 0; 0
107.2; 1298; 0; 0
107.5; 1279; 0; 0
107.8; 1289; 0; 0
108.1; 1279; 0; 0
108.4; 1289; 0; 0
108.7; 1263; 0; 0
109.0; 1295; 0; 0
109.3; 1295; 0; 0
109.6; 1288; 0; 0
109.9; 1260; 0; 0
110.2; 1295; 0; 0
110.5; 1267; 0; 0
110.8; 1290; 0; 0
111.1; 1267; 0; 0
111.4; 1271; 0; 0
111.7; 1265; 0; 0
112.0; 1270; 0; 0
112.3; 1278; 0; 0
112.6; 1251; 0; 0
112.9; 1277; 0; 0
113.2; 1264; 0; 0
113.5; 1270; 0; 0
113.8; 1264; 0; 0
114.1; 1267; 0; 0
114.4; 1288; 0; 0
114.7; 1305; 0; 0
115.0; 1271; 0; 0
115.3; 1273; 0; 0
115.6; 1297; 0; 0
115.9; 1251; 0; 0
116.2; 1299; 0; 0
116.5; 1288; 0; 0
116.8; 1279; 0; 0
117.1; 1272; 0; 0
117.4; 1267; 0; 0
117.7; 1267; 0; 0
118.0; 1294; 0; 0
118.3; 1256; 0; 0
118.6; 1286; 0; 0
118.9; 1267; 0; 0
119.2; 1283; 0; 0
119.5; 1273; 0; 0
119.8; 1301; 0; 0
120.1; 1267; 0; 0
120.4; 1289; 0; 0
120.7; 1249; 0; 0
121.0; 1269; 0; 0
121.3; 1274; 0; 0
121.6; 1266; 0; 0
121.9; 1288; 0; 0
122.2; 1292; 0; 0
122.5; 1300; 0; 0
122.8; 1287; 0; 0
123.1; 1290; 0; 0
123.4; 1261; 0; 0
123.7; 1263; 0; 0
124.0; 1266; 0; 0
124.3; 1283; 0; 0
124.6; 1272; 0; 0
124.9; 1295; 0; 0
125.2; 1252; 0; 0
125.5; 1307; 0; 0
125.8; 1273; 0; 0
126.1; 1256; 0; 0
126.4; 1267; 0; 0
126.7; 1270; 0; 0
127.0; 1279; 0; 0
127.3; 1302; 0; 0
127.6; 1279; 0; 0
127.9; 1269; 0; 0
128.2; 1302; 0; 0
128.5; 1279; 0; 0
128.8; 1245; 0; 0
129.1; 1259; 0; 0
129.4; 1287; 0; 0
129.7; 1259; 0; 0
130.0; 1283; 0; 0
130.3; 1279; 0; 0
130.6; 1272; 0; 0
130.9; 1279; 0; 0
131.2; 1266; 0; 0
131.5; 1297; 0; 0
131.8; 1279; 0; 0
132.1; 1263; 0; 0
132.4; 1271; 0; 0
132.7; 1259; 0; 0
133.0; 1287; 0; 0
133.3; 1280; 0; 0
133.6; 1271; 0; 0
133.9; 1283; 0; 0
134.2; 1297; 0; 0
134.5; 1261; 0; 0
134.8; 1299; 0; 0
135.1; 1259; 0; 0
135.4; 1272; 0; 0
135.7; 1279; 0; 0
136.0; 1272; 0; 0
136.3; 1259; 0; 0
136.6; 1290; 0; 0
136.9; 1262; 0; 0
137.2; 1283; 0; 0
137.5; 1279; 0; 0
137.8; 1271; 0; 0
138.1; 1255; 0; 0
138.4; 1279; 0; 0
138.7; 1272; 0; 0
139.0; 1298; 0; 0
139.3; 1272; 0; 0
139.6; 1258; 0; 0
139.9; 1277; 0; 0
140.2; 1259; 0; 0
140.5; 1283; 0; 0
140.8; 1274; 0; 0
141.1; 1275; 0; 0
141.4; 1288; 0; 0
141.7; 1265; 0; 0
142.0; 1299; 0; 0
142.3; 1288; 0; 0
142.6; 1269; 0; 0
142.9; 1279; 0; 0
143.2; 1279; 0; 0
143.5; 1281; 0; 0
143.8; 1285; 0; 0
144.1; 1279; 0; 0
144.4; 1262; 0; 0
144.7; 1298; 0; 0
145.0; 1272; 0; 0
145.3; 1277; 0; 0
145.6; 1283; 0; 0
145.9; 1296; 0; 0
146.2; 1267; 0; 0
146.5; 1271; 0; 0
146.8; 1293; 0; 0
147.1; 1289; 0; 0
147.4; 1274; 0; 0
147.7; 1288; 0; 0
148.0; 1283; 0; 0
148.3; 1282; 0; 0
148.6; 1267; 0; 0
148.9; 1282; 0; 0
149.2; 1261; 0; 0
149.5; 1293; 0; 0
149.8; 1288; 0; 0
150.1; 1299; 0; 0
150.4; 1289; 0; 0
150.7; 1253; 0; 0
151.0; 1287; 0; 0
151.3; 1255; 0; 0
151.6; 1291; 0; 0
151.9; 1269; 0; 0
152.2; 1297; 0; 0
152.5; 1283; 0; 0
152.8; 1290; 0; 0
153.1; 1258; 0; 0
153.4; 1288; 0; 0
153.7; 1274; 0; 0
154.0; 1251; 0; 0
154.3; 1278; 0; 0
154.6; 1295; 0; 0
154.9; 1272; 0; 0
155.2; 1251; 0; 0
155.5; 1274; 0; 0
155.8; 1255; 0; 0
156.1; 1255; 0; 0
156.4; 1266; 0; 0
156.7; 1267; 0; 0
157.0; 1291; 0; 0
157.3; 1273; 0; 0
157.6; 1296; 0; 0
157.9; 1270; 0; 0
158.2; 1272; 0; 0
158.5; 1278; 0; 0
158.8; 1269; 0; 0
159.1; 1272; 0; 0
159.4; 1254; 0; 0
159.7; 1288; 0; 0
160.0; 1298; 0; 0
160.3; 1276; 0; 0
160.6; 1279; 0; 0
160.9; 1256; 0; 0
161.2; 1260; 0; 0
161.5; 1271; 0; 0
161.8; 1267; 0; 0
162.1; 1271; 0; 0
162.4; 1288; 0; 0
162.7; 1256; 0; 0
163.0; 1256; 0; 0
163.3; 1290; 0; 0
163.6; 1264; 0; 0
163.9; 1254; 0; 0
164.2; 1279; 0; 0
164.5; 1286; 0; 0
164.8; 1267; 0; 0
165.1; 1270; 0; 0
165.4; 1281; 0; 0
165.7; 1260; 0; 0
166.0; 1272; 0; 0
166.3; 1264; 0; 0
166.6; 1292; 0; 0
166.9; 1275; 0; 0
167.2; 1270; 0; 0
167.5; 1255; 0; 0
167.8; 1288; 0; 0
168.1; 1283; 0; 0
168.4; 1288; 0; 0
168.7; 1264; 0; 0
169.0; 1264; 0; 0
169.3; 1272; 0; 0
169.6; 1293; 0; 0
169.9; 1259; 0; 0
170.2; 1263; 0; 0
170.5; 1258; 0; 0
170.8; 1297; 0; 0
171.1; 1277; 0; 0
171.4; 1279; 0; 0
171.7; 1279; 0; 0
172.0; 1262; 0; 0
172.3; 1249; 0; 0
172.6; 1259; 0; 0
172.9; 1299; 0; 0
173.2; 1271; 0; 0
173.5; 1283; 0; 0
173.8; 1269; 0; 0
174.1; 1264; 0; 0
174.4; 1272; 0; 0
174.7; 1289; 0; 0
175.0; 1285; 0; 0
175.3; 1259; 0; 0
175.6; 1291; 0; 0
175.9; 1279; 0; 0
176.2; 1270; 0; 0
176.5; 1289; 0; 0
176.8; 1259; 0; 0
177.1; 1256; 0; 0
177.4; 1258; 0; 0
177.7; 1291; 0; 0
178.0; 1278; 0; 0
178.3; 1270; 0; 0
178.6; 1275; 0; 0
178.9; 1271; 0; 0
179.2; 1261; 0; 0
179.5; 1275; 0; 0
179.8; 1282; 0; 0
180.1; 1284; 0; 0
180.4; 1279; 0; 0
180.7; 1278; 0; 0
181.0; 1279; 0; 0
181.3; 1259; 0; 0
181.6; 1286; 0; 0
181.9; 1256; 0; 0
182.2; 1274; 0; 0
182.5; 1267; 0; 0
182.8; 1279; 0; 0
183.1; 1278; 0; 0
183.4; 1251; 0; 0
183.7; 1266; 0; 0
184.0; 1275; 0; 0
184.3; 1287; 0; 0
184.6; 1288; 0; 0
184.9; 1288; 0; 0
185.2; 1270; 0; 0
185.5; 1299; 0; 0
185.8; 1275; 0; 0
186.1; 1288; 0; 0
186.4; 1272; 0; 0
186.7; 1288; 0; 0
187.0; 1270; 0; 0
187.3; 1268; 0; 0
187.6; 1278; 0; 0
187.9; 1298; 0; 0
188.2; 1294; 0; 0
188.5; 1301; 0; 0
188.8; 1288; 0; 0
189.1; 1264; 0; 0
189.4; 1291; 0; 0
189.7; 1299; 0; 0
190.0; 1256; 0; 0
190.3; 1270; 0; 0
190.6; 1274; 0; 0
190.9; 1275; 0; 0
191.2; 1289; 0; 0
191.5; 1288; 0; 0
191.8; 1270; 0; 0
192.1; 1263; 0; 0
192.4; 1262; 0; 0
192.7; 1280; 0; 0
193.0; 1240; 0; 0
193.3; 1270; 0; 0
193.6; 1283; 0; 0
193.9; 1266; 0; 0
194.2; 1262; 0; 0
194.5; 1284; 0; 0
194.8; 1275; 0; 0
195.1; 1271; 0; 0
195.4; 1276; 0; 0
195.7; 1272; 0; 0
196.0; 1266; 0; 0
196.3; 1267; 0; 0
196.6; 1267; 0; 0
196.9; 1271; 0; 0
197.2; 1287; 0; 0
197.5; 1266; 0; 0
197.8; 1277; 0; 0
198.1; 1284; 0; 0
198.4; 1299; 0; 0
198.7; 1276; 0; 0
199.0; 1261; 0; 0
199.3; 1288; 0; 0
199.6; 1271; 0; 0
199.9; 1276; 0; 0
200.2; 1275; 0; 0
200.5; 1268; 0; 0
200.8; 1260; 0; 0
201.1; 1300; 0; 0
201.4; 1300; 0; 0
201.7; 1261; 0; 0
202.0; 1265; 0; 0
202.3; 1268; 0; 0
202.6; 1284; 0; 0
202.9; 1277; 0; 0
203.2; 1256; 0; 0
203.5; 1297; 0; 0
203.8; 1288; 0; 0
204.1; 1266; 0; 0
204.4; 1281; 0; 0
204.7; 1254; 0; 0
205.0; 1290; 0; 0
205.3; 1260; 0; 0
205.6; 1254; 0; 0
205.9; 1293; 0; 0
206.2; 1252; 0; 0
206.5; 1302; 0; 0
206.8; 1275; 0; 0
207.1; 1285; 0; 0
207.4; 1280; 0; 0
207.7; 1282; 0; 0
208.0; 1270; 0; 0
208.3; 1288; 0; 0
208.6; 1292; 0; 0
208.9; 1289; 0; 0
209.2; 1268; 0; 0
209.5; 1258; 0; 0
209.8; 1260; 0; 0
210.1; 1297; 0; 0
210.4; 1263; 0; 0
210.7; 1278; 0; 0
211.0; 1283; 0; 0
211.3; 1287; 0; 0
211.6; 1269; 0; 0
211.9; 1276; 0; 0
212.2; 1276; 0; 0
212.5; 1300; 0; 0
212.8; 1287; 0; 0
213.1; 1284; 0; 0
213.4; 1273; 0; 0
213.7; 1246; 0; 0
214.0; 1277; 0; 0
214.3; 1284; 0; 0
214.6; 1286; 0; 0
214.9; 1291; 0; 0
215.2; 1284; 0; 0
215.5; 1271; 0; 0
215.8; 1290; 0; 0
216.1; 1271; 0; 0
216.4; 1265; 0; 0
216.7; 1271; 0; 0
217.0; 1252; 0; 0
217.3; 1294; 0; 0
217.6; 1279; 0; 0
217.9; 1287; 0; 0
218.2; 1273; 0; 0
218.5; 1282; 0; 0
218.8; 1274; 0; 0
219.1; 1288; 0; 0
219.4; 1276; 0; 0
219.7; 1253; 0; 0
220.0; 1292; 0; 0
220.3; 1263; 0; 0
220.6; 1270; 0; 0
220.9; 1271; 0; 0
221.2; 1294; 0; 0
221.5; 1270; 0; 0
221.8; 1292; 0; 0
222.1; 1259; 0; 0
222.4; 1273; 0; 0
222.7; 1286; 0; 0
223.0; 1280; 0; 0
223.3; 1260; 0; 0
223.6; 1259; 0; 0
223.9; 1266; 0; 0
224.2; 1258; 0; 0
224.5; 1294; 0; 0
224.8; 1264; 0; 0
225.1; 1274; 0; 0
225.4; 1264; 0; 0
225.7; 1268; 0; 0
226.0; 1276; 0; 0
226.3; 1269; 0; 0
226.6; 1260; 0; 0
226.9; 1258; 0; 0
227.2; 1298; 0; 0
227.5; 1252; 0; 0
227.8; 1259; 0; 0
228.1; 1274; 0; 0
228.4; 1270; 0; 0
228.7; 1269; 0; 0
229.0; 1261; 0; 0
229.3; 1276; 0; 0
229.6; 1276; 0; 0
229.9; 1280; 0; 0
230.2; 1264; 0; 0
230.5; 1274; 0; 0
230.8; 1270; 0; 0
231.1; 1250; 0; 0
231.4; 1276; 0; 0
231.7; 1255; 0; 0
232.0; 1292; 0; 0
232.3; 1263; 0; 0
232.6; 1282; 0; 0
232.9; 1286; 0; 0
233.2; 1279; 0; 0
233.5; 1282; 0; 0
233.8; 1268; 0; 0
234.1; 1296; 0; 0
234.4; 1251; 0; 0
234.7; 1280; 0; 0
235.0; 1290; 0; 0
235.3; 1292; 0; 0
235.6; 1262; 0; 0
235.9; 1265; 0; 0
236.2; 1257; 0; 0
236.5; 1290; 0; 0
236.8; 1275; 0; 0
237.1; 1284; 0; 0
237.4; 1284; 0; 0
237.7; 1267; 0; 0
238.0; 1287; 0; 0
238.3; 1270; 0; 0
238.6; 1286; 0; 0
238.9; 1296; 0; 0
239.2; 1254; 0; 0
239.5; 1275; 0; 0
239.8; 1278; 0; 0
240.1; 1267; 0; 0
240.4; 1257; 0; 0
240.7; 1252; 0; 0
241.0; 1262; 0; 0
241.3; 1275; 0; 0
241.6; 1271; 0; 0
241.9; 1273; 0; 0
242.2; 1261; 0; 0
242.5; 1278; 0; 0
242.8; 1290; 0; 0
243.1; 1252; 0; 0
243.4; 1250; 0; 0
243.7; 1262; 0; 0
244.0; 1262; 0; 0
244.3; 1293; 0; 0
244.6; 1284; 0; 0
244.9; 1268; 0; 0
245.2; 1279; 0; 0
245.5; 1279; 0; 0
245.8; 1263; 0; 0
246.1; 1253; 0; 0
246.4; 1260; 0; 0
246.7; 1262; 0; 0
247.0; 1267; 0; 0
247.3; 1292; 0; 0
247.6; 1280; 0; 0
247.9; 1268; 0; 0
248.2; 1262; 0; 0
248.5; 1252; 0; 0
248.8; 1278; 0; 0
249.1; 1298; 0; 0
249.4; 1283; 0; 0
249.7; 1258; 0; 0
250.0; 1256; 0; 0
250.3; 1297; 0; 0
250.6; 1273; 0; 0
250.9; 1275; 0; 0
251.2; 1288; 0; 0
251.5; 1286; 0; 0
251.8; 1296; 0; 0
252.1; 1276; 0; 0
252.4; 1281; 0; 0
252.7; 1284; 0; 0
253.0; 1249; 0; 0
253.3; 1276; 0; 0
253.6; 1287; 0; 0
253.9; 1270; 0; 0
254.2; 1270; 0; 0
254.5; 1279; 0; 0
254.8; 1296; 0; 0
255.1; 1277; 0; 0
255.4; 1294; 0; 0
255.7; 1258; 0; 0
256.0; 1258; 0; 0
256.3; 1258; 0; 0
256.6; 1254; 0; 0
256.9; 1263; 0; 0
257.2; 1264; 0; 0
257.5; 1277; 0; 0
257.8; 1260; 0; 0
258.1; 1277; 0; 0
258.4; 1255; 0; 0
258.7; 1263; 0; 0
259.0; 1268; 0; 0
259.3; 1272; 0; 0
259.6; 1258; 0; 0
259.9; 1265; 0; 0
260.2; 1280; 0; 0
260.5; 1256; 0; 0
260.8; 1271; 0; 0
261.1; 1252; 0; 0
261.4; 1272; 0; 0
261.7; 1278; 0; 0
262.0; 1298; 0; 0
262.3; 1257; 0; 0
262.6; 1259; 0; 0
262.9; 1268; 0; 0
263.2; 1266; 0; 0
263.5; 1289; 0; 0
263.8; 1263; 0; 0
264.1; 1271; 0; 0
264.4; 1261; 0; 0
264.7; 1264; 0; 0
265.0; 1260; 0; 0
265.3; 1293; 0; 0
265.6; 1264; 0; 0
265.9; 1256; 0; 0
266.2; 1274; 0; 0
266.5; 1295; 0; 0
266.8; 1251; 0; 0
267.1; 1260; 0; 0
267.4; 1291; 0; 0
267.7; 1282; 0; 0
268.0; 1297; 0; 0
268.3; 1276; 0; 0
268.6; 1293; 0; 0
268.9; 1271; 0; 0
269.2; 1282; 0; 0
269.5; 1279; 0; 0
269.8; 1284; 0; 0
270.1; 1283; 0; 0
270.4; 1258; 0; 0
270.7; 1297; 0; 0
271.0; 1265; 0; 0
271.3; 1284; 0; 0
271.6; 1259; 0; 0
271.9; 1268; 0; 0
272.2; 1257; 0; 0
272.5; 1277; 0; 0
272.8; 1280; 0; 0
273.1; 1268; 0; 0
273.4; 1273; 0; 0
273.7; 1272; 0; 0
274.0; 1297; 0; 0
274.3; 1286; 0; 0
274.6; 1278; 0; 0
274.9; 1259; 0; 0
275.2; 1297; 0; 0
275.5; 1274; 0; 0
275.8; 1282; 0; 0
276.1; 1272; 0; 0
276.4; 1285; 0; 0
276.7; 1258; 0; 0
277.0; 1251; 0; 0
277.3; 1278; 0; 0
277.6; 1269; 0; 0
277.9; 1268; 0; 0
278.2; 1290; 0; 0
278.5; 1276; 0; 0
278.8; 1258; 0; 0
279.1; 1266; 0; 0
279.4; 1252; 0; 0
279.7; 1279; 0; 0
280.0; 1279; 0; 0
280.3; 1251; 0; 0
280.6; 1269; 0; 0
280.9; 1272; 0; 0
281.2; 1302; 0; 0
281.5; 1298; 0; 0
281.8; 1263; 0; 0
282.1; 1256; 0; 0
282.4; 1273; 0; 0
282.7; 1276; 0; 0
283.0; 1289; 0; 0
283.3; 1273; 0; 0
283.6; 1278; 0; 0
283.9; 1280; 0; 0
284.2; 1278; 0; 0
284.5; 1265; 0; 0
284.8; 1271; 0; 0
285.1; 1292; 0; 0
285.4; 1258; 0; 0
285.7; 1293; 0; 0
286.0; 1278; 0; 0
286.3; 1255; 0; 0
286.6; 1290; 0; 0
286.9; 1266; 0; 0
287.2; 1289; 0; 0
287.5; 1262; 0; 0
287.8; 1284; 0; 0
288.1; 1271; 0; 0
288.4; 1255; 0; 0
288.7; 1255; 0; 0
289.0; 1276; 0; 0
289.3; 1280; 0; 0
289.6; 1263; 0; 0
289.9; 1283; 0; 0
290.2; 1259; 0; 0
290.5; 1285; 0; 0
290.8; 1269; 0; 0
291.1; 1272; 0; 0
291.4; 1270; 0; 0
291.7; 1245; 0; 0
292.0; 1286; 0; 0
292.3; 1250; 0; 0
292.6; 1286; 0; 0
292.9; 1278; 0; 0
293.2; 1279; 0; 0
293.5; 1247; 0; 0
293.8; 1266; 0; 0
294.1; 1290; 0; 0
294.4; 1274; 0; 0
294.7; 1286; 0; 0
295.0; 1286; 0; 0
295.3; 1286; 0; 0
295.6; 1258; 0; 0
